lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,fdac8d1e9ef56519371df7e6532df27d,Research report / Introduction,What does the map in the report shows?,"[21111, 17816, 21185, 21219, 21331, 20996, 21130, 21189, 21100, 21330]",[1042],Not Found,0.0
0.5,fdac8d1e9ef56519371df7e6532df27d,Research report / Introduction,What year is the report for?,"[558, 16456, 8319, 6887, 21472, 5960, 2923, 21571, 3641, 8256]",[925],Not Found,0.0
0.5,fdac8d1e9ef56519371df7e6532df27d,Research report / Introduction,What are the uses of Indian remote sensing satellite constellation?,"[948, 968, 1008, 1010, 1028, 1012, 921, 949, 938, 1045]","[939, 948]",1,0.5
0.5,fdac8d1e9ef56519371df7e6532df27d,Research report / Introduction,What is NARL stand for in this document?,"[1046, 1045, 1048, 11205, 1047, 1049, 14400, 1027, 10787, 17070]",[1046],1,1.0
0.5,fdac8d1e9ef56519371df7e6532df27d,Research report / Introduction,"Of the four missions of Indian Space Program's space mission from 2012 to 2017, which mission includes the launch of least number of satellites?","[922, 1010, 1015, 931, 1014, 981, 927, 980, 982, 1011]","[921, 922]",1,0.5
0.5,reportq32015-151009093138-lva1-app6891_95,Research report / Introduction,"Regarding the global iOS breakdown, what percentage of the pie chart was iOS 9?","[19553, 8815, 19545, 19574, 19539, 19542, 19551, 19618, 23777, 19544]","[19545, 19546]",3,0.5
0.5,reportq32015-151009093138-lva1-app6891_95,Research report / Introduction,"Between Java and WP, how large is the difference in percentage of their global developers mindshare?","[19553, 10730, 13043, 19551, 19526, 12595, 10669, 10725, 11359, 14212]","[19553, 19549]",1,0.5
0.5,reportq32015-151009093138-lva1-app6891_95,Research report / Introduction,"In 2014, which one has more mobile apps globally, Apple App store or Google Play store? How many Apps does it have in million?","[19556, 19555, 8815, 8860, 8793, 19612, 19622, 8790, 19558, 19574]","[19553, 19556]",1,0.5
0.5,reportq32015-151009093138-lva1-app6891_95,Research report / Introduction,"Which APP on APPOTA platform is top 10 Vietnam Android App, but not top 10 Vietnam iOS App?","[19664, 19623, 19662, 19645, 19666, 19598, 19574, 19667, 8790, 8793]","[19666, 19663]",5,0.5
0.5,reportq32015-151009093138-lva1-app6891_95,Research report / Introduction,"As of Q3 2015, are there more active Instagram users in Vietnam, or are there more fans for Appota's fan page? Directly answer 'Instagram' or 'Appota'.","[3658, 8867, 8871, 24417, 19688, 3657, 18396, 19800, 19384, 19526]","[19651, 19687, 19657, 19658, 19689, 19690]",Not Found,0.0
0.5,reportq32015-151009093138-lva1-app6891_95,Research report / Introduction,"As of Q3 2015, is vietnam's adoption rate of iOS 9 higher or lower than a global average rate? What is the difference in percentage?","[19542, 19580, 19574, 8815, 8871, 19623, 8764, 19544, 8818, 19653]","[19545, 19580]",2,0.5
0.5,reportq32015-151009093138-lva1-app6891_95,Research report / Introduction,Which news appear in both Vietnam mobile news and APPOTA news?,"[19534, 19526, 19623, 19667, 19564, 19664, 19565, 19566, 19598, 22502]","[19569, 19674]",Not Found,0.0
0.5,honor_watch_gs_pro,Guidebook,What is the time on the gallery screenshot when demostrating how to set galley watch faces?,"[2853, 26573, 2815, 26571, 24566, 19243, 22818, 9116, 2861, 26056]","[2857, 2858, 2859]",Not Found,0.0
0.5,honor_watch_gs_pro,Guidebook,What is the color on the watch that shows the aerobic zone?,"[26604, 19459, 2793, 2660, 24090, 2778, 10187, 25265, 2726, 20206]",[2660],4,1.0
0.5,honor_watch_gs_pro,Guidebook,What are the colors of the icons that the users touch to move the app up and remove the app respectively?,"[2790, 11762, 2521, 24384, 24332, 18705, 20088, 26748, 2514, 18422]","[2578, 2564]",Not Found,0.0
0.5,honor_watch_gs_pro,Guidebook,How many distinct button functions are there during a workout?,"[2535, 2534, 2533, 23145, 22786, 22895, 23026, 23055, 23089, 2532]","[2530, 2534, 2535]",1,0.67
0.5,honor_watch_gs_pro,Guidebook,"If ""--"" is displayed as the resting heart rate reading, what kind of environment should the user stay in?","[2677, 2673, 2676, 2678, 2680, 2674, 2688, 2687, 2675, 18099]","[2673, 2674]",2,1.0
0.5,nova_y70,Guidebook,How many distinct notification and status icons are displayed in the guidebook?,"[18158, 2841, 18159, 26746, 18156, 18767, 18063, 26664, 23616, 26503]","[18158, 18159]",1,1.0
0.5,nova_y70,Guidebook,"Under the pro mode to shoot, what is the function of the icon on right hand side of the icon that select a focus mode?","[18471, 18488, 18469, 18479, 25085, 18417, 18566, 15338, 23090, 18217]",[18471],1,1.0
0.5,nova_y70,Guidebook,"In the demostration of how to use a Knuckle to Take a Scrolling Screenshot, what buildings appear in the first picture?","[18233, 18234, 18236, 18237, 18235, 18096, 18198, 18220, 18201, 18200]",[18234],2,1.0
0.5,nova_y70,Guidebook,What devices other than phone are introduced for setting device+?,"[9040, 18825, 18180, 18387, 18396, 26519, 18186, 18388, 18181, 18401]","[18182, 18183, 18184, 18185, 18169]",Not Found,0.0
0.5,watch_d,Guidebook,How many incorrect postures of measuring blood pressure are demostrated if this guidebook?,"[26648, 26647, 26645, 26646, 26642, 26649, 26643, 26641, 26644, 26650]",[26642],5,1.0
0.5,watch_d,Guidebook,"At a position on your wrist that is about the width of two fingers away from the bottom of your palm, put the end of the ruler that comes with the watch through the buckle on the head. How many cm is this two fingers' distance according to the fogure?","[26538, 26560, 23563, 18679, 26540, 23558, 24403, 24433, 24427, 25128]","[26539, 26525, 26541]",Not Found,0.0
0.5,watch_d,Guidebook,How many steps are needed to customize the function of the Down Button?,"[26591, 26589, 26590, 26592, 2571, 26493, 2535, 18821, 2532, 2572]","[26589, 26590, 26591]",1,1.0
0.5,watch_d,Guidebook,What will happen when you press and hold the down button?,"[18307, 18119, 2532, 18130, 2534, 18203, 18250, 23026, 23055, 18133]",[26503],Not Found,0.0
0.5,fd76bbefe469561966e5387aa709c482,Academic paper,What is the title of the of the Figure 2?,"[24681, 25662, 2476, 2478, 18973, 24679, 25742, 11738, 25759, 25701]","[851, 852]",Not Found,0.0
0.5,fd76bbefe469561966e5387aa709c482,Academic paper,"Among figure 1-4, how many figures show more than one breccia gash?","[851, 847, 895, 899, 909, 877, 897, 853, 839, 852]","[850, 851, 853, 854]",1,0.5
0.5,fd76bbefe469561966e5387aa709c482,Academic paper,"When was the last serious shock recorded in the table? The answer needs to be accurate to the year, month, day, hour, and minute. For example: 1883 Dec.7, 2 8 p.m.","[901, 896, 864, 22668, 879, 865, 900, 883, 25710, 16300]",[864],3,1.0
0.5,finalpresentationdeck-whatwhyhowofcertificationsocial-160324220748_95,Brochure,"Regarding the table for 3rd sampled question for the exam,  how many more times did Recruiter A view profiles than Recruiter B?","[1243, 1317, 1315, 1267, 5857, 1301, 1311, 1314, 1316, 1318]",[1267],4,1.0
0.5,finalpresentationdeck-whatwhyhowofcertificationsocial-160324220748_95,Brochure,"Regarding the table for 3rd sampled question for the exam, what is the total number of non-response InMails for Recruiter A and B?","[1267, 7432, 2737, 12202, 7446, 9021, 7441, 7431, 12207, 26042]",[1267],1,1.0
0.5,finalpresentationdeck-whatwhyhowofcertificationsocial-160324220748_95,Brochure,How many sampled questions illustrated in this slide?,"[11106, 9836, 9573, 14035, 9749, 13676, 11110, 11830, 12460, 10673]","[1264, 1261, 1266, 1269]",Not Found,0.0
0.5,finalpresentationdeck-whatwhyhowofcertificationsocial-160324220748_95,Brochure,What is the second FAQ shown in this slides?,"[24304, 22134, 1182, 1183, 10239, 4706, 2835, 9844, 4682, 4693]","[1312, 1309]",Not Found,0.0
0.5,finalmediafindingspdf-141228031149-conversion-gate02_95,Research report / Introduction,How many districts were sampled during Wave III?,"[1118, 1114, 1115, 18865, 1117, 1131, 1119, 15179, 1082, 1112]",[1118],1,1.0
0.5,finalmediafindingspdf-141228031149-conversion-gate02_95,Research report / Introduction,How many fieldwork personnel in all for Wave I and Wave II?,"[1118, 1119, 1117, 12363, 1386, 1387, 1120, 9018, 1111, 1072]",[1118],1,1.0
0.5,finalmediafindingspdf-141228031149-conversion-gate02_95,Research report / Introduction,What is the color of Kailali in the map of Page 12?,"[15097, 8051, 20064, 15525, 13213, 11983, 20367, 3185, 19330, 21219]",[1147],Not Found,0.0
0.5,finalmediafindingspdf-141228031149-conversion-gate02_95,Research report / Introduction,"Among 4021 respondents,  what is the percentage of them having a smart phone?","[8790, 1152, 8764, 19542, 19610, 1150, 8874, 1163, 8793, 18022]","[1194, 1197, 1198]",Not Found,0.0
0.5,finalmediafindingspdf-141228031149-conversion-gate02_95,Research report / Introduction,How many percentage respondents in this survey access to internet few times a week or more?,"[1153, 1150, 1152, 1212, 1187, 1214, 1208, 8943, 1206, 1210]","[1212, 1214]",4,1.0
0.5,finalmediafindingspdf-141228031149-conversion-gate02_95,Research report / Introduction,Enumerate the media sources surveyed in this report.,"[8867, 8790, 8793, 1198, 17796, 26170, 19459, 8943, 1218, 15585]","[1209, 1211, 1213, 1207]",Not Found,0.0
0.5,finalmediafindingspdf-141228031149-conversion-gate02_95,Research report / Introduction,How many female respondents in wave III never listen to the radio in recent half year?,"[1153, 1163, 1171, 1154, 1150, 1167, 8871, 1081, 1168, 1170]","[1152, 1153, 1132, 1118]",1,0.25
0.5,guojixueshengshenghuozhinanyingwen9.1,Guidebook,"I want to see a doctor in the campus hospital.  After registering at the registration area, what is the next step?","[2322, 2321, 2404, 2405, 2318, 2320, 1915, 19998, 16311, 1918]",[2321],2,1.0
0.5,guojixueshengshenghuozhinanyingwen9.1,Guidebook,"What is the place locating at the intersection between Zijing Road and Xuetang Road? Give me the letter shown in the campus map of this guideline.  For example, ""A"". ","[2154, 2175, 2103, 2120, 2138, 2024, 2121, 2405, 2063, 2139]",[2409],Not Found,0.0
0.5,guojixueshengshenghuozhinanyingwen9.1,Guidebook,"How many QR codes are shown in the ""Academics and Related Resources"" part of this guidebook?","[9085, 19800, 2245, 2418, 2256, 2728, 2304, 19470, 23472, 23466]","[2304, 2313, 2254, 2255, 2299]",7,0.2
0.5,guojixueshengshenghuozhinanyingwen9.1,Guidebook,"I'm at the location ""J"" shown in the campus map. Tell me the name of the nearest coffee shop.","[2136, 2103, 26988, 26851, 2102, 26875, 2126, 2139, 2108, 2117]","[2104, 2409]",Not Found,0.0
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,"On the slide that starts with the text Country Overview in the top-left corner and is followed with a bulleted list with the first entry in that list being Population: (July 2013 est.) 251,160,124, how much greater is the GDP per capita for 2012 than 2011?","[8764, 534, 8773, 3777, 1127, 3919, 1129, 3327, 4647, 21916]",[8764],1,1.0
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,"Looking at the Slide of country overview, by what percent did ""Smartphone Penetration"" grow between 2013 and 2015?","[8764, 8775, 8864, 8790, 18009, 8820, 8884, 26855, 24897, 17995]",[8764],1,1.0
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,Which group accounts for the second largest share in terms of religious demographics in Slide 4 in 2014?,"[1126, 1125, 1127, 4699, 17963, 8796, 3272, 8795, 8793, 17972]",[8773],Not Found,0.0
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,What is the name of the second largest telecom operator in terms of the number of subscribers in the period 2013-2014?,"[8803, 8793, 8790, 8798, 8783, 8796, 8787, 8781, 8804, 8805]",[8790],3,1.0
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,"Comparing to the Telecom Operators in 2014 and 2013-2014, What are the Operators that are not in common? Please list the names in list format, e.g., [""a"",""b""] ","[8795, 8803, 8800, 8802, 8796, 8805, 8793, 8809, 8804, 8807]","[8793, 8790]",7,0.5
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,What are the Online Games native major internet companies and the Telecom Operator name of the second largest Prepaid ARPU in 2008? Please list the answer in list with reverse alphabetical order.,"[8795, 8796, 8804, 8793, 8803, 8790, 8802, 8785, 8861, 8783]","[8828, 8796]",2,0.5
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,"In the slide that includes Mobile Internet Demographics and Trends, how many colors are there in the chart in the top right corner?","[8878, 8871, 8877, 8879, 8880, 19552, 8764, 8874, 19553, 19612]","[8877, 8878]",1,1.0
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,What is the chart legend name that with a flag in the slide 31 have from 2008-2012?,"[6673, 9843, 22068, 18476, 3403, 9572, 22152, 6203, 8796, 13078]",[8867],Not Found,0.0
0.5,obs-productdesc-en,Guidebook,"How many ""objects"" with black color does the figure in Page 2 contains?","[18938, 12634, 12605, 6065, 18940, 18926, 10791, 18734, 18929, 18932]",[18747],Not Found,0.0
0.5,obs-productdesc-en,Guidebook,What is the benefit of level-2 in the system has passed TRUCS in Page 8?,"[4868, 18765, 26484, 21664, 60, 12691, 11984, 5279, 5604, 2938]","[18761, 18764]",Not Found,0.0
0.5,obs-productdesc-en,Guidebook,How many end-use mobile electronic devices are contained in the Enterprise cloud boxes (web disks) in the flow chart? ,"[18828, 18825, 559, 18822, 19905, 9040, 9021, 18867, 25602, 18814]","[18828, 18821]",1,0.5
0.5,obs-productdesc-en,Guidebook,How many common operations supported by each system-defined policy or role of OBS? Write down the answer in int format.,"[18898, 18897, 18744, 18915, 18835, 18833, 18972, 18761, 21671, 18818]","[18897, 18899, 18900, 18901, 18902]",2,0.2
0.5,welcome-to-nus,Brochure,How many people with red shirt are there in the Page 14?,"[17531, 16769, 1568, 15069, 16921, 20417, 24390, 21145, 15367, 20058]",[26879],Not Found,0.0
0.5,welcome-to-nus,Brochure,How many NUSSU constituent clubs and NUSSU committees are there respectively? Please write the answer in list format.,"[26905, 26908, 26904, 26906, 26907, 26909, 26921, 20569, 26912, 5373]","[26912, 26910]",9,0.5
0.5,welcome-to-nus,Brochure,How many people are there in the Figure from page 19 to page 21? Please write the answer in float format.,"[18219, 17214, 18065, 26158, 26154, 7175, 17347, 4411, 24128, 21275]","[26932, 26925, 26919]",Not Found,0.0
0.5,welcome-to-nus,Brochure,"How many Halls of Residence,  Residential colleges,  and studsent residences are there in NUS respectively? Please write the answer in list with ascending order, e.g., [""1"",""2""]","[1967, 26992, 26802, 2356, 26783, 2145, 2276, 2095, 2154, 4462]","[26988, 26994, 26995, 26996, 26998, 26999, 27000, 27002, 27007]",Not Found,0.0
0.5,welcome-to-nus,Brochure,"For the learning resources, which facilities are opened on Saturday in NUS Kent Ridge Campus? Give me a list.","[26802, 26800, 26803, 2305, 26923, 26958, 27031, 26908, 26836, 27100]","[27040, 27044, 27016, 27049, 27035, 27036]",Not Found,0.0
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,How many quizzes are there in the entire course?,"[4573, 605, 14843, 604, 8962, 836, 1891, 602, 597, 596]","[805, 811, 818, 823, 795, 796, 799]",Not Found,0.0
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,"How many quizzes are there in units 4, 5, and 6 combined?","[12907, 11388, 12992, 12980, 18063, 12801, 11378, 12373, 12901, 18011]","[633, 641, 654]",Not Found,0.0
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,How many lines are highlighted in yellow on the first page? Give me an integer.,"[16401, 26858, 20948, 17217, 19674, 17990, 26809, 15027, 17969, 15965]",[596],Not Found,0.0
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,How to prepare for Tomorrow's Workplace Skills for QUARTER 3? ,"[819, 821, 816, 820, 824, 646, 692, 655, 682, 635]","[819, 797]",1,0.5
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,what are the names of Unit 1 and Unit 2 in Semester 1:quarter 1?,"[794, 823, 826, 26823, 641, 828, 608, 640, 813, 596]","[609, 615]",Not Found,0.0
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,What is the title of case study given under unit-8 in table?,"[811, 671, 619, 797, 800, 799, 27100, 11314, 735, 11966]",[671],2,1.0
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,How many critical thinking case studies are included in all the assignments?,"[619, 671, 796, 798, 811, 800, 797, 1308, 627, 799]","[619, 628, 614, 671]",1,0.5
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,how many LEARNING OUTCOMES should be ANSWERed in UNIT 8? ,"[658, 686, 702, 755, 611, 726, 694, 666, 642, 651]","[666, 667, 668]",8,0.33
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,what's the topic of UNIT 14?,"[629, 725, 693, 609, 685, 712, 701, 610, 615, 754]",[725],2,1.0
0.5,t480_ug_en,Guidebook,How many connectors are there on the right side view of the computer?,"[24174, 127, 23945, 25787, 2476, 25790, 19046, 22452, 108, 1948]","[24148, 24149]",Not Found,0.0
0.5,t480_ug_en,Guidebook,How many trackpad gestures does this computer have?,"[24415, 24413, 18096, 24332, 18422, 2534, 24411, 24382, 24703, 2476]","[24332, 24333]",4,0.5
0.5,t480_ug_en,Guidebook,Which side of the camera indicator is on the infrared camera lens?,"[25650, 24581, 24578, 13452, 13554, 24579, 23563, 24104, 18689, 7432]","[24560, 24577, 24578, 24572]",3,0.25
0.5,t480_ug_en,Guidebook,How many switches do you need to flip to remove the battery?,"[22540, 22614, 25511, 26548, 22694, 23861, 25774, 25650, 25652, 24173]",[25650],8,1.0
0.5,t480_ug_en,Guidebook,Which country or region codes are needed to install Windows 10 in Mainland China?,"[24897, 24896, 24237, 4432, 25572, 2110, 23955, 23046, 24326, 23586]",[24897],1,1.0
0.5,t480_ug_en,Guidebook,Which chemical element in the hard disk exceeds the limit requirements stipulated in the GB/T 26572 standard?,"[25544, 24813, 24824, 21369, 24314, 24429, 10321, 24815, 2479, 24814]",[26034],Not Found,0.0
0.5,t480_ug_en,Guidebook,How many UltraConnect wireless antennas does this computer have?,"[25901, 25900, 25902, 25898, 23845, 24026, 25899, 23732, 24513, 23844]",[25901],1,1.0
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,By what percentage has gross profit increased in Q1 of 2023 compared to Q1 of 2022?,"[19374, 3645, 3664, 19375, 3777, 19495, 3665, 17017, 19514, 2999]","[19369, 19374]",1,0.5
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,What percentage of users are under 35?,"[19384, 8878, 8880, 8877, 8915, 8874, 8793, 8790, 19658, 8943]","[19384, 19378]",1,0.5
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,What animals appear on page nine? Enumerate them in a list.,"[8923, 2100, 3834, 1819, 15202, 15869, 17718, 16522, 15870, 17139]",[19406],Not Found,0.0
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,"Compared with 22Q1, in 23Q1, how much higher is the increase rate of number of daily average active content creators than average daily video views?","[19417, 19410, 19379, 19431, 8958, 8871, 19378, 8938, 8877, 1216]","[19417, 19414]",1,0.5
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,How many times does mobile phone appear on pages 16 and 18?,"[19612, 18828, 20043, 9137, 1191, 8878, 8852, 8813, 19630, 19666]","[19459, 19461, 19463, 19443, 19446]",Not Found,0.0
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,"What is the Source of the data for the audience of the platform whose metrics are page likes, post clicks, video views, post reach, hide, report as spam, unlikes, 30-second views++, post types, engagement: reactions, shares, comments, and FB referral traffic?","[8938, 19417, 19622, 3984, 19602, 8897, 17996, 8992, 8871, 18008]","[8938, 8915]",1,0.5
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,How many likes does the post by Disneyland have on the platform with an audience of 10.6 for Age 65+?,"[1730, 8915, 8944, 8897, 14750, 19384, 19463, 16997, 16181, 21338]","[8930, 8915, 8932, 8931]",2,0.25
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,"In the two years 2013-2014, in which year is there a lower percentage of users from rural locations on the platform whose measurement tools include Twitter Analytics, Followerwonk, Buffer, and TweetReach?","[8764, 8943, 8873, 4764, 14613, 8960, 1735, 8944, 8831, 2047]","[8960, 8961, 8943, 8957, 8959]",2,0.4
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,"In 2013, what is the total percentage of online adult users in the ""White, Non-Hispanic"" and ""Hispanic"" categories on the platform whose metrics include Followers, Tweet Clicks, Video Views, Tweet Reach, Engagement Rate, Completion Rate, Engagement: Mentions, Retweets, Likes, Top Tweet, Top Mention, Top Follower, Top Media Tweet, and Twitter Referral Traffic?","[8958, 3658, 9040, 18189, 19422, 8943, 2737, 18396, 4546, 18399]","[8958, 8943]",1,1.0
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,Which account tweets content tagged #WednesdayWisdom?,"[8952, 8898, 16823, 15788, 8942, 8947, 15734, 14414, 26707, 14613]",[8952],1,1.0
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,What is the total percentage of `college graduate` and `high school or less` on the platform whose measurement tools include Google Analytics?,"[8962, 27009, 25904, 8943, 26949, 19417, 9842, 1769, 15453, 18565]","[8962, 8996]",1,0.5
